cino,act
UPMO040248732021,605
UPMO040248732021,785
UPMO040248622021,2852
UPMO040426742017,2798
UPMO040426712017,2798
UPMO040573002022,2798
UPMO040021592023,605
UPMO040021592023,4376
UPMO040426732017,2798
UPMO040137672017,5904
UPMO040021732023,605
UPMO040021732023,4376
UPMO040400202021,2798
UPMO040541612022,2852
UPMO040426782017,2798
UPMO040426842017,2798
UPMO040021802023,605
UPMO040021802023,4376
UPMO040224922018,2852
UPMO040093532022,605
UPMO040093532022,785
UPMO040354172017,5904
UPMO040248652021,2852
UPMO040317962019,2852
UPMO040021922023,605
UPMO040021922023,4376
UPMO040248612021,2852
UPMO040124602020,2798
UPMO040175202017,5887
UPMO040175202017,6512
UPMO280018742021,67
UPMO280018742021,470
UPMO280018742021,468
UPMO040052072015,785
UPMO040137692017,473
UPMO040086722019,2865
UPMO040230882021,2852
UPBB040042522021,236
UPBB040022832022,236
UPBB040023112022,236
UPBB040022922022,236
UPBB040074412017,236
UPBB040262352022,236
UPBB040082882022,236
UPBB040385042022,236
UPBB040042512021,236
UPBB040042642021,236
UPBB010044132021,6523
UPBB010044132021,6524
UPBB010044132021,5666
UPBB010044132021,956
BRMB020007302019,2059
BRMB020007302019,3091
BRMB110000752016,2059
BRMB020003652020,2059
BRMB020003652020,2060
BRMB020003652020,2061
BRMB020021712018,2103
BRMB210004792017,2062
BRMB010038212018,330
BRMB010038212018,129
BRMB010038212018,665
BRMB010038212018,139
BRMB010038212018,2068
BRMB010038212018,6498
BRMB010038212018,1415
BRMB010038212018,4059
BRMB210004972018,2062
BRMB210004602018,2062
BRMB020042362015,2062
BRMB110005512016,2059
BRMB020036772016,2062
BRMB020027942018,2103
BRMB210004552018,2062
BRMB210008372016,2211
BRMB100007772018,6511
BRMB100000922015,2211
BRMB020021742018,2103
BRMB210004272022,2062
BRMB210004272022,2185
BRMB210004272022,5859
BRMB110006902015,2211
BRMB110000732016,2059
BRMB020027522017,2062
BRMB210007102016,2106
BRMB210003852016,2062
BRMB210003852016,2356
BRMB110000082019,2059
BRMB010064442022,665
BRMB010064442022,139
BRMB010064442022,6528
BRMB010064442022,2062
BRMB010064442022,2128
BRMB020004902019,28
BRMB020004902019,2059
BRMB020004902019,3091
BRMB020042342015,2062
BRMB020021782018,2103
BRMB010071072019,129
BRMB010071072019,390
BRMB010071072019,2252
BRMB010071072019,139
BRMB010071072019,530
BRMB010071072019,1416
BRMB010071072019,2068
BRMB020036672017,2211
BRMB020042322015,2211
BRMB020033812017,2103
BRMB210005002018,2068
BRMB210005002018,2238
BRMB020002752017,2062
BRMB020016392018,2068
BRMB020016392018,69
BRMB020016392018,1832
BRMB020016392018,67
BRMB020016392018,470
BRMB210004782016,2061
BRMB210007592016,2059
BRMB020021732018,2103
BRMB210007132016,2106
BRMB020003222019,2059
BRMB020003222019,3091
BRMB020003222019,3516
BRMB020021752018,2103
BRMB110005522016,2059
BRMB020021802018,2103
BRMB020033802017,2211
BRMB020042462015,2062
BRMB110000742016,2059
BRMB020034712016,2062
BRMB020027892018,2103
UPBB010044132021,980
UPBB010044132021,4169
UPBB010044132021,4059
UPBB010044132021,235
UPBB010044132021,344
UPBB010044132021,488
UPBB040385192022,236
UPBB040042452021,236
UPBB010068312019,67
UPBB010068312019,470
UPBB010068312019,956
UPBB010068312019,980
UPBB010068312019,4169
UPBB010068312019,4059
UPBB010068312019,235
UPBB010068312019,344
UPBB010068312019,488
UPBB010068312019,6525
UPBB040082862022,236
UPBB040116072020,236
UPBB040185802019,236
UPBB040023072022,236
UPBB040042602021,236
UPBB040022932022,236
UPBB040023082022,236
UPBB040223002017,236
UPBB040042582021,236
UPBB040022902022,236
UPBB040112602018,236
UPBB040082872022,236
UPBB040385182022,236
UPBB040385162022,236
UPBB040042502021,236
UPBB040053222018,236
UPBB040112552018,236
UPBB040023092022,236
UPBB040023042022,236
UPBB040384962022,236
UPBB040062772017,236
UPBB040082902022,236
UPBB040112372018,236
UPBB010040702015,10
UPBB010040702015,42
UPBB010040702015,6532
UPBB010040702015,235
UPBB010040702015,476
UPBB040042562021,236
UPBB040116092020,236
UPBB040111282018,236
UPBB040042592021,236
UPBB040385082022,236
UPBB040042552021,236
UPBB040385142022,236
UPBB040137222019,582
UPBB040023032022,236
UPBB040112352018,236
UPBB040185842019,236
UPBB040384892022,236
UPBB040023062022,236
UPBB040385022022,236
UPBB040042632021,236
UPBB040116112020,236
UPBB040022962022,236
UPBB040022842022,236
UPBB040385062022,236
UPBB040191052017,236
UPBB040119072018,236
UPBB040042622021,236
UPBB040023132022,236
UPBB040384862022,236
UPBB040023182022,236
UPBB040022982022,236
UPBB040022852022,236
UPBB040111292018,236
UPBB040385172022,236
UPBB040082942022,236
UPBB040022802022,236
UPBB040012452017,236
UPBB040082892022,236
UPBB040050972018,236
UPBB040384842022,236
UPBB040111322018,236
UPBB040136962018,236
UPBB040082842022,236
UPBB040120042018,236
UPBB040082922022,236
UPBB040222992017,236
UPBB040082852022,236
UPBB040022952022,236
UPBB040153912019,3489
UPBB040116102020,236
UPBB040116062020,236
UPBB040053212018,236
UPBB040023022022,236
UPBB040384912022,236
UPBB040042652021,236
UPBB040116122020,236
UPBB040185812019,236
UPBB040120032018,236
UPBB040137232019,582
UPBB040185832019,236
UPBB040023162022,236
UPBB040119062018,236
UPBB040066282018,236
UPBB040012432017,236
UPBB040042482021,236
UPBB040022812022,236
UPBB040023172022,236
UPBB040022892022,236
UPBB040042492021,236
UPBB040222982017,236
UPBB040082912022,236
UPBB040385102022,236
UPBB040042572021,236
UPBB040023122022,236
UPBB040022942022,236
UPBB040042542021,236
UPBB040042532021,236
UPBB040022862022,236
UPBB040244762019,236
UPBB040082932022,236
UPBB040023102022,236
UPBB040191042017,236
UPBB040023002022,236
UPBB040185792019,236
UPBB040125612018,236
UPBB040023152022,236
UPBB040385112022,236
UPBB040022992022,236
UPBB040023142022,236
UPBB040022822022,236
UPBB040022872022,236
UPBB040084802017,499
UPBB040042472021,236
UPBB040023052022,236
UPBB040023012022,236
UPBB040384992022,236
UPBB040116082020,236
UPBB040022972022,236
UPBB040022912022,236
UPBB040385152022,236
UPBB040042422021,236
UPBB040042672021,236
UPBB040185822019,582
UPBB040022882022,236
BRMB020027922018,2103
BRMB020021772018,2103
BRMB110038652015,2211
BRMB020038032016,2062
BRMB020031622017,2103
BRMB020026322018,2211
BRMB020021722018,2103
BRMB210002502022,3127
BRMB210002502022,6561
BRMB020035842016,2062
BRMB020040902016,2062
BRMB020037462016,2211
BRMB020026332018,2103
BRMB210004722017,2062
BRMB020008922018,2062
BRMB020033822017,2103
BRMB020019062015,2062
BRSU110004952012,6574
BRSU110004952012,6575
BRSU020016052019,2059
BRSU020016052019,2060
BRSU020031622013,2066
BRSU020018062022,2059
BRSU020018062022,2060
BRSU020026922022,2059
BRSU020026922022,2060
BRSU020015972010,2062
BRSU020037952017,1713
BRSU020037952017,1715
BRSU110003352013,6593
BRSU110004532012,6594
BRSU110004532012,6595
BRSU110004532012,6596
BRSU110004532012,2314
BRSU110004532012,2251
BRSU020021682019,2059
BRSU020021682019,2068
BRSU010000972019,2077
BRSU010000972019,2582
BRSU010000972019,2736
BRSU010000972019,2223
BRSU010000972019,2113
BRSU020038402014,2066
BRSU020038402014,2068
BRSU020026422012,2068
BRSU020026422012,2069
BRSU110006492019,2059
BRSU110006492019,2060
BRSU110001662009,2059
BRSU110001662009,2062
BRSU110004572012,6608
BRSU110004572012,6609
BRSU110002072014,2059
BRSU110002072014,2062
BRSU020016292019,2059
BRSU020016292019,2068
BRSU020018052017,474
BRSU020018052017,64
BRSU020018052017,73
BRSU020018052017,35
BRSU020018052017,2039
BRSU020018052017,2568
BRSU020018052017,2569
BRSU020018052017,2059
BRSU110000422007,2068
BRSU020037652015,2062
BRSU110001332007,2224
BRSU110012242019,2059
BRSU110012242019,2060
BRSU110007582015,2062
BRSU020034332019,2068
BRSU110009992021,2059
BRSU110009992021,2060
BRSU110009992021,2061
BRSU020016202019,2059
BRSU020016202019,2060
BRSU020037382015,6636
BRSU110013492019,6637
BRSU110013492019,2106
BRSU110004842012,6638
BRSU110004842012,6639
BRSU110004512012,1715
BRSU110004512012,2120
BRSU110004512012,2313
BRSU110004512012,5944
BRSU110004512012,2314
BRSU110004512012,2251
BRSU110005432020,2059
BRSU110005432020,2060
BRSU020003272021,2059
BRSU020003272021,2060
BRSU020003272021,2061
BRSU110001652009,2059
BRSU110001652009,2077
UPGB040340932018,236
UPGB040343062018,236
UPGB040341522018,236
UPGB043033942022,235
UPGB043033942022,236
UPGB043033942022,35
UPGB042158772022,6562
UPGB042155172022,465
UPGB040469082020,236
UPGB040380982018,236
UPGB040468972020,236
UPGB040469192020,236
UPGB040097162015,236
UPGB040117342018,236
UPGB043090142022,465
UPGB043089362022,465
UPGB040468942020,236
UPGB042157862022,6562
UPGB040159312018,236
UPGB040575932018,236
UPGB040120402018,236
UPGB040469072020,236
UPGB040086112017,2
UPGB040086112017,37
UPGB040086112017,553
UPGB040086112017,6570
UPGB040086112017,6571
UPGB040086112017,6572
UPGB040086112017,6573
UPGB040117652018,236
UPGB040472502020,236
UPGB043089502022,465
UPGB040472452020,236
UPGB040469092020,236
UPGB040604952018,236
UPGB040468962020,236
UPGB043090112022,465
UPGB042157272022,465
UPGB043089162022,465
UPGB045411942022,236
UPGB043089732022,465
UPGB050004432020,35
UPGB050004432020,6579
UPGB050004432020,6580
UPGB050004432020,235
UPGB050004432020,236
UPGB040215062018,236
UPGB040469022020,236
UPGB042158282022,6562
UPGB040469262020,236
UPGB040086122017,35
UPGB040086122017,30
UPGB040086122017,236
UPGB040086122017,553
UPGB040086122017,6570
UPGB040086122017,6572
UPGB050004392020,35
UPGB050004392020,6583
UPGB050004392020,6584
UPGB050004392020,235
UPGB050004392020,236
UPGB040380882018,236
UPGB043089602022,465
UPGB040469202020,236
UPGB040472472020,236
UPGB040411582019,236
UPGB040380792018,236
UPGB040214762018,236
UPGB040378642019,2674
UPGB040378642019,6590
UPGB040378642019,6591
UPGB040378642019,6592
UPGB040574282018,236
UPGB040176232018,236
UPGB040343072018,236
UPGB040341542018,236
UPGB043090262022,465
UPGB040016982019,236
UPGB040308292017,236
UPGB040469182020,236
UPGB043089822022,6562
UPGB040216142018,236
UPGB040215122018,236
UPGB040117312018,236
UPGB040468982020,236
UPGB040575922018,236
UPGB040216212018,236
UPGB040411622019,236
UPGB040472552020,236
UPGB040263062016,553
UPGB040263062016,604
UPGB040263062016,6571
UPGB040340952018,236
UPGB040567692015,236
UPGB040085612018,236
UPGB040044552019,799
UPGB040342972018,236
UPGB040652962017,236
UPGB040286512016,236
UPGB042157342022,6562
UPGB042157402022,6562
UPGB040652952017,236
UPGB040016962019,236
UPGB040575882018,236
UPGB040117592018,236
UPGB040341502018,236
UPGB042155142022,465
UPGB040604882018,236
UPGB040575942018,236
UPGB040411602019,236
UPGB040657852017,28
UPGB040657852017,3350
UPGB040657852017,704
UPGB042157672022,465
UPGB040604962018,236
UPGB042158952022,6562
UPGB042157162022,465
UPGB040381052018,236
UPGB040340942018,236
UPGB043089432022,465
UPGB040381162018,236
UPGB040472422020,236
UPGB043090092022,465
UPGB040469112020,236
UPGB042158032022,6562
UPGB050148012019,235
UPGB050148012019,476
UPGB040117252018,236
UPGB043090042022,465
UPGB040214932018,236
UPGB040216282018,236
UPGB040469172020,236
UPGB042158192022,6562
UPGB040575812018,236
UPGB040604912018,236
UPGB040652942017,236
UPGB040130922015,950
UPGB040216362018,236
UPGB040575892018,236
UPGB060073452017,235
UPGB060073452017,476
UPGB040574312018,236
UPGB043090192022,465
UPGB040575802018,236
UPGB040215042018,236
UPGB040472492020,236
UPGB040472532020,236
UPGB043090002022,465
UPGB040380702018,236
UPGB040117282018,236
UPGB040574292018,236
UPGB042157432022,6562
UPGB040469232020,236
UPGB040574262018,236
UPGB042155362022,465
UPGB040575862018,236
UPGB060071312015,235
UPGB060071312015,476
UPGB045547532022,236
UPGB040380852018,236
UPGB040652902017,236
UPGB043090212022,465
UPGB040097112015,236
UPGB040017012019,236
UPGB040341562018,236
UPGB042159102022,6562
UPGB043090302022,465
UPGB040575822018,236
UPGB040268972018,235
UPGB040268972018,476
UPGB042158462022,236
UPGB040411552019,236
UPGB040097082015,236
UPGB040472572020,236
UPGB042157632022,236
UPGB042157632022,799
UPGB040342952018,236
UPGB040380762018,236
UPGB040652922017,236
UPGB040215092018,236
UPGB040216332018,236
UPGB040469102020,236
UPGB040469062020,236
UPGB042155332022,465
UPGB040340912018,236
UPGB040469212020,236
UPGB040568202015,236
UPGB040214862018,236
UPGB040380822018,236
UPGB040210192017,465
UPGB040340992018,236
UPGB040340962018,236
UPGB043089262022,465
UPGB040411652019,236
UPGB040472462020,236
UPGB043089562022,465
UPGB040469242020,236
UPGB040381082018,236
UPGB040263022016,553
UPGB040263022016,604
UPGB040263022016,6571
UPGB040215072018,236
UPGB042157222022,236
UPGB040472522020,236
UPGB040118222018,5001
UPGB040469012020,236
UPGB040120472018,236
UPGB040472562020,236
UPGB040567682015,236
UPGB040567682015,235
UPGB040381022018,236
UPGB040469042020,236
UPGB040118112018,236
UPGB040411592019,236
UPGB040469052020,236
UPGB040341552018,236
UPGB042157122022,465
UPGB040575842018,236
UPGB040575832018,236
UPGB040618912018,474
UPGB040618912018,717
UPGB040618912018,553
UPGB040575912018,236
UPGB040472442020,236
UPGB040120382018,236
UPGB040216392018,236
UPGB042157302022,465
UPGB040472482020,236
UPGB040215002018,236
UPGB040380612018,236
UPGB040652932017,236
UPGB040214692018,236
UPGB042157312022,6562
UPGB040411562019,236
UPGB040380672018,236
UPGB040574302018,236
UPGB042155102022,236
UPGB040381142018,236
UPGB040472542020,236
UPGB040120372018,236
UPGB043089912022,465
UPGB040469222020,236
UPGB040469132020,236
UPGB042157472022,6562
UPGB040468992020,236
UPGB040341032018,236
UPGB040469162020,236
UPGB040604812018,236
UPGB040016942019,236
UPGB040216172018,236
UPGB043089662022,465
UPGB040117572018,236
UPGB040469002020,236
UPGB040117622018,236
UPGB040016832019,3251
UPGB040380732018,236
UPGB040342982018,236
UPGB040176352018,236
UPGB040176282018,236
UPGB040468952020,236
UPGB040469152020,236
UPGB040652912017,236
UPGB040341002018,236
UPGB040468932020,236
UPGB040469032020,236
UPGB040380942018,236
UPGB040341472018,236
UPGB040117202018,236
UPGB042155272022,465
UPGB040411632019,236
UPGB040472512020,236
UPGB042157972022,6562
UPGB040343092018,236
UPGB040380972018,236
UPGB040341572018,236
UPGB040575792018,236
UPGB042158112022,6562
UPGB040215032018,236
UPGB040469122020,236
UPGB040356012016,235
UPGB040176302018,236
UPGB042155342022,465
UPGB040411542019,236
UPGB042157282022,236
UPGB040214912018,236
UPGB040120392018,236
UPGB040574272018,236
UPGB042155232022,465
UPGB040216322018,236
UPGB040521962018,236
UPGB040214792018,236
UPGB040380652018,236
UPGB040411612019,236
UPGB040097132015,236
UPGB040469142020,236
BRSU020022722022,6647
BRSU020018532022,2106
BRSU020018532022,2059
BRSU110009982021,2059
BRSU110009982021,2060
BRSU110009982021,2061
BRSU110006392015,2062
BRSU110006052019,2059
BRSU110006052019,2060
BRSU020037452015,2066
BRSU020026852018,2059
BRSU020026852018,2060
BRSU020026852018,2061
BRSU110001562018,6663
BRSU020030192020,2059
BRSU020030192020,2060
BRSU110002802009,2066
BRSU020007332021,2061
BRSU020007332021,2059
BRSU010051802022,73
BRSU010051802022,2
BRSU010051802022,2039
BRSU010051802022,30
BRSU010051802022,1197
BRSU010051802022,221
BRSU010051802022,14
BRSU010051802022,2736
BRSU020025742019,2059
BRSU020025742019,2068
BRJE020006022022,2059
BRJE110012002019,470
BRJE110012002019,2068
BRJE110012002019,6720
BRJE110012002019,6721
BRJE010000652018,13
BRJE010000652018,1714
BRJE110008552015,5732
BRJE010000682018,13
BRJE010000682018,1197
BRJE010000682018,3441
BRJE010000682018,73
BRJE010000682018,39
BRJE010000682018,571
BRJE010000682018,1714
BRJE020010602022,2059
BRJE020009772019,717
BRJE020009772019,272
BRJE020009772019,2059
BRJE020009772019,2208
BRJE020009772019,2062
BRJE020009572014,2062
BRJE010001862018,39
BRJE010001862018,571
BRJE010001862018,13
BRJE010001862018,1197
BRJE010001862018,1714
BRJE110004332022,2
BRJE110004332022,6355
BRJE110004332022,6747
BRJE110000052015,2059
BRJE110000052015,2068
BRJE010028842022,2
BRJE010028842022,204
BRJE010028842022,2062
BRJE110013722018,2062
BRJE110011002017,2068
BRJE010003502018,1263
BRJE010003502018,1714
BRJE010001742018,39
BRJE010001742018,571
BRJE010001742018,246
BRJE010001742018,73
BRJE010001742018,35
UPGB040604902018,236
UPGB040604922018,236
UPGB042155352022,465
UPGB040381172018,236
UPGB042155132022,465
UPGB040469252020,236
UPGB040017002019,236
UPGB040176292018,236
UPGB040381122018,236
UPHT040066462015,6677
UPHT040030952017,601
UPHT040066232015,601
UPHT040055262018,601
UPHT040066272015,601
UPHT040073882017,601
UPHT040055242018,601
UPHT040066452015,601
UPHT040010712001,5156
UPHT040030942017,601
UPHT040018202015,601
UPHT040066262015,601
UPHT040038732017,601
UPHT040152092022,601
UPHT040066222015,601
UPHT040018222015,601
UPHT040038752017,601
UPHT040003051998,236
UPHT040055252018,601
UPHT040066242015,601
UPHT040028752019,465
UPHT040152072022,601
UPHT040018212015,601
UPHT040052142019,470
UPHT040052142019,35
UPHT040052142019,236
UPHT040052142019,235
UPHT040055232018,601
UPHT040079152019,601
UPHT040066472015,601
UPHT040081872017,601
UPHT040078192019,601
UPHT040152042022,601
UPHT040079172019,601
UPHT040030962017,601
UPHT040152082022,601
UPMZ040008322023,2223
UPMZ040008322023,2113
UPMZ040008322023,2224
UPMZ040008322023,2225
UPMZ040008342023,2114
UPMZ040008342023,2224
UPMZ040008342023,2225
UPMZ040298862022,2114
UPMZ040298862022,2224
UPMZ040221602022,2114
UPMZ040221602022,2224
UPMZ040221762022,2114
UPMZ040221762022,2224
UPMZ040171182022,2866
UPMZ040303892022,2114
UPMZ040303892022,2224
UPMZ040221592022,2114
UPMZ040221592022,2224
UPMZ040285502022,2113
UPMZ040285502022,2224
UPMZ040285502022,2225
UPMZ040088382020,2465
UPMZ040001772022,2223
UPMZ040001772022,2224
UPMZ040422332017,2265
UPMZ040088392020,2465
UPMZ040258392021,2866
UPMZ040258392021,2060
UPMZ040340192017,2068
UPMZ040011532020,6740
UPMZ040436762017,2068
UPMZ040008352023,2114
UPMZ040008352023,2224
UPMZ040008352023,2225
UPMZ040282102022,2114
UPMZ040282102022,2224
UPMZ040282102022,2225
UPMZ040298822022,2224
UPMZ040194992020,6746
UPMZ040296352021,2866
UPMZ040296382021,2060
UPMZ040298762022,2114
UPMZ040298762022,2224
UPMZ040298762022,2225
UPMZ040221612022,2114
UPMZ040221612022,2224
UPMZ040279562022,2114
UPMZ040279562022,2224
UPMZ040285472022,2113
UPMZ040285472022,2224
UPMZ040285472022,2225
UPMZ040002552022,2866
UPMZ040002542022,2866
UPMZ040001802022,2223
UPMZ040001802022,2114
UPMZ040001802022,2224
UPMZ040001802022,2225
UPMZ040414882017,2068
UPMZ040296372021,2060
UPMZ040001692022,2223
UPMZ040001692022,2224
UPMZ040118952019,2062
UPMZ040008382023,2114
UPMZ040008382023,2224
UPMZ040279582022,2114
UPMZ040279582022,2224
UPMZ040279582022,2225
UPMZ040021312020,2068
UPMZ040238752022,2224
UPMZ040238752022,2059
UPMZ040194932020,6746
UPMZ040195012020,6746
UPMZ040221622022,2114
UPMZ040221622022,2224
UPMZ040221632022,2114
UPMZ040221632022,2224
UPMZ040422342017,2068
UPMZ040132012022,2224
UPMZ040194952020,6769
UPMZ040118962019,2061
UPMZ040100842015,2068
UPMZ040258382021,2060
UPMZ040001762022,2223
UPMZ040001762022,2224
UPMZ040298832022,2114
UPMZ040298832022,2224
UPMZ040117902022,6770
UPMZ040117902022,6771
UPMZ040194962020,6769
UPMZ040303862022,2114
UPMZ040303862022,2224
UPMZ040303912022,2113
UPMZ040303912022,2224
UPMZ040303912022,2225
UPMZ040194982020,6769
UPMZ040088372020,2266
UPMZ040088372020,2118
UPMZ040221712022,2114
UPMZ040221712022,2224
UPMZ040298802022,2224
UPMZ040279602022,2223
UPMZ040279602022,2113
UPMZ040279602022,2114
UPMZ040279602022,2224
UPMZ040279602022,2225
UPMZ040101012022,2060
UPMZ040221702022,2114
UPMZ040221702022,2224
UPMZ040298752022,2114
UPMZ040298752022,2224
UPMZ040285382022,2113
UPMZ040285382022,2224
UPMZ040285382022,2225
UPMZ040008372023,2114
UPMZ040008372023,2224
UPMZ040008372023,2225
UPMZ040403102017,2068
UPMZ040422322017,2068
UPMZ040296342021,2060
UPMZ040288162022,2223
UPMZ040288162022,2113
UPMZ040288162022,2114
UPMZ040288162022,2224
UPMZ040288162022,2225
UPMZ040013332022,2114
UPMZ040013332022,2224
UPMZ040013332022,2225
UPMZ040296362021,2060
UPMZ040001822022,2223
UPMZ040001822022,2224
UPMZ040038042020,2068
UPMZ040285422022,2113
UPMZ040285422022,2224
UPMZ040285422022,6788
UPMZ040263542022,2068
UPMZ040001782022,2223
UPMZ040001782022,2224
UPMZ040258352021,2866
UPMZ040436752017,2068
UPMZ040298772022,2114
UPMZ040298772022,2224
UPMZ040298772022,2225
UPMZ040013312022,2114
UPMZ040013312022,2224
UPMZ040021322020,2068
UPMZ040285492022,2113
UPMZ040285492022,2224
UPMZ040285492022,2225
UPMZ040001722022,2223
UPMZ040001722022,2224
UPMZ040298782022,2224
UPMZ040298782022,2225
UPMZ040258372021,2866
UPMZ040132022022,2114
UPMZ040132022022,2224
UPMZ040132022022,2225
UPMZ040296332021,2866
UPMZ040194942020,6769
UPMZ040436382017,6800
UPMZ040037932020,2068
UPMZ040194972020,6769
UPMZ040303882022,2224
UPMZ040013322022,2114
UPMZ040013322022,2224
UPMZ040013322022,2225
UPMZ040001742022,2223
UPMZ040001742022,2224
UPMZ040285432022,2113
UPMZ040285432022,2224
UPMZ040285432022,6788
UPMZ040221692022,2114
UPMZ040221692022,2224
UPMZ040001712022,2223
UPMZ040001712022,2224
UPMZ040303902022,2224
UPMZ040021332020,2068
UPMZ040109382019,2068
UPMZ040253042019,2068
UPMZ040221752022,2114
UPMZ040221752022,2224
UPMZ040221752022,2225
UPMZ040194922020,6746
UPMZ040001752022,2223
UPMZ040001752022,2224
UPMZ040132032022,2114
UPMZ040132032022,2224
UPSH040087822019,582
UPSH060020022019,755
UPSH060020022019,710
UPSH040012462021,6834
UPSH040012452021,2674
UPSH040012452021,755
UPSH040012452021,710
UPSH040012452021,1185
UPSH040012422021,2673
UPSH040012422021,2674
UPSH040012422021,755
UPSH040012422021,710
UPSH040012422021,1185
UPSH040012382021,2674
UPSH040012382021,755
UPSH040012382021,710
UPSH040012382021,1185
UPSH040109632020,755
UPSH040109632020,710
UPSH040012412021,2673
UPSH040012412021,2674
UPSH040012412021,755
UPSH040012412021,710
UPSH040012412021,1185
UPSH040109962015,236
UPSH040012402021,2673
UPSH040012402021,2674
UPSH040012402021,755
UPSH040012402021,710
UPSH040012402021,1185
UPSH040091442021,2674
UPSH040091442021,710
UPSH040091442021,1185
UPSH040118782018,236
UPSH040005402023,2674
UPSH040005402023,755
UPSH040005402023,710
UPSH040005402023,1185
UPSH040005392023,2674
UPSH040005392023,755
UPSH040005392023,710
UPSH040005392023,1185
UPSH040012442021,2673
UPSH040012442021,2674
UPSH040012442021,755
UPSH040012442021,710
BRJE010001742018,32
BRJE010001742018,41
BRJE010001742018,2039
BRJE010001742018,30
BRJE010001742018,1714
BRJE110007342016,2356
BRJE010012762019,67
BRJE010012762019,470
BRJE010012762019,2103
BRJE110000352016,2068
BRJE020009702014,6829
BRJE020009702014,3270
BRJE020012492014,2062
BRLA020023022015,2062
BRLA020011032017,2068
BRLA020011032017,2238
BRLA020023032015,2062
BRLA020022032020,2059
BRLA020022032020,2068
BRLA020022772015,5989
BRLA020022772015,4425
BRLA020022772015,3573
BRLA020022772015,2224
BRLA020022792015,2117
BRLA020022792015,2251
BRLA020022792015,6885
BRLA020010792018,2061
BRLA020004112021,2060
BRLA020004112021,2061
BRLA020010732018,2061
BRLA020022762015,2059
UPSH040012442021,1185
UPSH040087802019,755
UPSH040087802019,709
UPSH040087802019,710
UPSH010050572019,48
UPSH010050572019,2039
UPSH010050572019,30
UPSH010050572019,235
UPSH010050572019,476
UPSH040109972015,236
UPSH040012392021,2673
UPSH040012392021,2674
UPSH040012392021,755
UPSH040012392021,710
UPSH040012392021,1185
UPSH040087792019,582
UPSH040012372021,2673
UPSH040012372021,2674
UPSH040012372021,755
UPSH040012372021,710
UPSH040012372021,1185
UPSH040087772019,582
UPSH010050592019,10
UPSH010050592019,42
UPSH010050592019,48
UPSH010050592019,235
UPSH010050592019,476
UPSH040012432021,2673
UPSH040012432021,2674
UPSH040012432021,755
UPSH040012432021,710
UPSH040012432021,1185
UPBU040109322016,2059
UPBU040120332015,2062
UPBU040159902018,2059
UPBU040159772018,2059
UPBU040227842018,2059
UPBU040057572017,2265
UPBU040043932016,2062
UPBU040137172017,2062
UPBU040142542019,2062
UPBU040177292019,2059
UPBU040054822018,2059
UPBU040109202016,2223
UPBU040159802018,2059
UPBU040007652015,2059
UPBU040109252016,2059
UPBU040159152018,2059
UPBU040109222016,2059
UPBU040120322015,2062
UPBU040137182017,2062
UPBU040137742017,2062
UPBU040120242015,2062
UPBU040109232016,2059
UPBU040231972018,2224
UPBU040231972018,2225
UPBU040007672015,2059
UPBU040043902016,2062
UPBU040141622017,2062
UPBU040103822019,2059
UPBU040103822019,2060
UPBU040103822019,2068
UPBU040103822019,2062
UPBU040142582019,2068
UPBU040054862018,2059
UPBU040159812018,2059
UPBU040159792018,2059
UPBU040050292021,2059
UPBU040184862019,2059
UPBU040109212016,2059
UPBU040159372018,2059
UPBU040159122018,2059
UPBU040140242017,2062
UPBU040043962016,2062
UPBU040137092017,2062
UPBU040043882016,2062
UPBU040159292018,2059
UPBU040043892016,2062
UPBU040120222015,2062
UPBU040140752017,2062
UPBU040043952016,2062
UPBU040159822018,2059
UPBU040159862018,2059
UPBU040159832018,2059
UPBU040042412021,2062
UPBU040159522018,2059
UPBU040159842018,2059
UPBU040109192016,2223
UPBU040142562019,2062
UPBU040228742018,2059
UPBU040159882018,2059
UPBU040007662015,2059
UPBU040137122017,2062
UPBU040040112019,2068
UPBU040045432021,2059
UPBU160000342020,569
UPBU160000342020,813
UPBU040002532019,2059
UPBU040142522019,2062
UPBU040159782018,2059
UPBU040040802019,2068
UPBU040159872018,2059
UPBU040056462018,2062
UPBU040159852018,2059
UPBU040043942016,2062
UPBU040142552019,2062
UPBU040044242021,2059
UPBU040137772017,2062
UPBU040120282015,2062
UPBU040120252015,2062
UPBU040109332016,2059
UPBU040159432018,2059
UPBU040058672021,2114
UPBU160018452019,6940
UPBU040171762018,2059
UPBU040038532015,2062
UPBU040120262015,2062
UPBU040055642021,2068
UPBU040159892018,2059
UPBU040043912016,2062
UPBU040159132018,2059
UPBU040120302015,2062
UPBU040120292015,2062
UPBU040159412018,2059
UPBU040025752019,2068
BRLA020022762015,2068
BRLA020025612016,6908
BRLA020014572018,2059
BRLA020014572018,2068
BRLA020014572018,2238
BRLA020028272016,2059
BRLA020023012015,2225
BRLA020023012015,2069
BRLA020023012015,2465
BRLA020023012015,2988
BRLA020017052017,2059
BRLA020017052017,2062
BRLA020007202022,2059
BRLA020007202022,2068
BRLA020022802015,6920
BRLA020022802015,2139
BRLA020028252016,2059
BRLA010058812022,2103
BRLA020023372020,6933
BRLA020023372020,2061
BRLA020005392021,2
BRLA020005392021,470
BRLA020005392021,2059
BRLA020021562018,2068
BRLA020021562018,2238
BRLA020014562018,2059
